"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","branch_number","CBB_3mon","CMD_1mon","CMD_3mon","CMD_6mon","CMD_9mon","height_1st_branch","yield_ha","root_weight_plot","vigor1_5","vigor1_5_1mon","lodging1_3","root_number_commercial","planted_number_plot","height","height_wt_leaf","harvest_number","root_number","germinated_number_plot","starch_content","harvest_number_plan","germination_perc","yield_ha_v2","starch_yield_ha"
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0054_499",2,499,6,28,"test"," (Operator: lizbethpino, Time: )","HLF22-0054","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,380,9.375,3,5,2.25,1,20,4,NA,400,4,0,1,3.90700934579439,4,25,9.375,0.366282126168224
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0055_542",2,542,2,31,"test"," (Operator: lizbethpino, Time: )","HLF22-0055","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",3,1.25,1,1,1,1,130,11.5625,3.7,5,4,1,9,4,NA,310,3,0,1,12.3693103448276,4,25,11.5625,1.43020150862069
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0056_537",2,537,4,30,"test"," (Operator: lizbethpino, Time: )","HLF22-0056","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1,1,1,1,0,0,NA,NA,5,4.25,2,NA,4,NA,0,0,0,1,NA,4,25,NA,NA
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0060_458",2,458,11,26,"test"," (Operator: lizbethpino, Time: )","HLF22-0060","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,240,34.6875,11.1,5,4.75,1,48,4,NA,300,4,0,1,25.4,4,25,34.6875,8.810625
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0063_597",2,597,16,34,"test"," (Operator: lizbethpino, Time: )","HLF22-0063","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,270,35.3125,11.3,5,4,1,40,4,NA,310,4,0,1,18.8,4,25,35.3125,6.63875
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0064_513",2,513,9,29,"test"," (Operator: lizbethpino, Time: )","HLF22-0064","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1,1,1,1,1,330,16.25,5.2,4,3,1,25,4,NA,330,3,0,1,22.6408474576271,4,25,16.25,3.6791377118644
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0065_392",2,392,5,22,"test"," (Operator: lizbethpino, Time: )","HLF22-0065","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1.5,1,1,1,1,340,20,6.4,5,4.75,1,37,4,NA,340,4,0,1,19.5,4,25,20,3.9
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0067_543",2,543,3,31,"test"," (Operator: lizbethpino, Time: )","HLF22-0067","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",3,1,1,1,1,1,160,9.6875,3.1,4,3,1,14,4,NA,270,4,0,1,21.881871657754,4,25,9.6875,2.11980631684492
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0071_518",2,518,14,29,"test"," (Operator: lizbethpino, Time: )","HLF22-0071","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,130,2.1875,0.7,4,3,2,9,4,NA,250,4,0,1,NA,4,25,2.1875,NA
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0072_451",2,451,18,26,"test"," (Operator: lizbethpino, Time: )","HLF22-0072","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",NA,1,1,1,1,1,0,14.0625,4.5,3.5,3.75,1,17,4,NA,280,4,0,1,22.2571532846715,4,25,14.0625,3.12991218065693
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0074_495",2,495,10,28,"test"," (Operator: lizbethpino, Time: )","HLF22-0074","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1,1,1,1,1,240,5.3125,1.7,4,2.75,1,12,4,NA,240,4,0,1,25.2260655737705,4,25,5.3125,1.34013473360656
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0075_624",2,624,12,35,"test"," (Operator: lizbethpino, Time: )","HLF22-0075","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,220,12.1875,3.9,4,2,1,19,4,NA,260,4,0,1,19.9788461538461,4,25,12.1875,2.43492187499999
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0077_603",2,603,10,34,"test"," (Operator: lizbethpino, Time: )","HLF22-0077","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",3,1.5,1,1,1,1,120,15.9375,5.1,4,3,1,20,4,NA,250,4,0,1,23.5,4,25,15.9375,3.7453125
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0080_646",2,646,3,36,"test"," (Operator: lizbethpino, Time: )","HLF22-0080","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",4,1.25,1,1,1,1,100,13.125,4.2,5,5,1,20,4,NA,330,4,0,1,24.5450684931507,4,25,13.125,3.22154023972603
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0087_460",2,460,9,26,"test"," (Operator: lizbethpino, Time: )","HLF22-0087","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,2.75,1,1,1,1,260,9.0625,2.9,4,3.5,2,20,4,NA,320,4,0,1,26.077536231884,4,25,9.0625,2.36327672101449
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0088_479",2,479,11,27,"test"," (Operator: lizbethpino, Time: )","HLF22-0088","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1,1,1,1,1,270,18.4375,5.9,4,3,1,19,4,NA,270,4,0,1,21.1,4,25,18.4375,3.8903125
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0090_360",2,360,1,20,"test"," (Operator: lizbethpino, Time: )","HLF22-0090","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",3,1,1,1,1,1,270,36.25,11.6,5,4,1,44,4,NA,390,4,0,1,19.4,4,25,36.25,7.0325
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0091_348",2,348,13,20,"test"," (Operator: lizbethpino, Time: )","HLF22-0091","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,2.5,1,1,1,1,150,10,3.2,5,5,2,18,4,NA,400,3,0,1,27.3816404494382,4,25,10,2.73816404494382
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0093_327",2,327,3,19,"test"," (Operator: lizbethpino, Time: )","HLF22-0093","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,220,29.375,9.4,5,4,1,22,4,NA,350,4,0,1,23,4,25,29.375,6.75625
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0094_486",2,486,18,27,"test"," (Operator: lizbethpino, Time: )","HLF22-0094","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,170,39.375,12.6,4,3,1,35,4,NA,260,4,0,1,23.5,4,25,39.375,9.253125
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0095_359",2,359,2,20,"test"," (Operator: lizbethpino, Time: )","HLF22-0095","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,1,1,1.25,1.25,1,320,41.25,13.2,5,5,1,48,4,NA,400,4,0,1,24,4,25,41.25,9.9
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0098_563",2,563,14,32,"test"," (Operator: lizbethpino, Time: )","HLF22-0098","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,200,9.375,3,4,4.25,1,23,4,NA,250,4,0,1,16.7281990521327,4,25,9.375,1.56826866113744
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0101_487",2,487,18,28,"test"," (Operator: lizbethpino, Time: )","HLF22-0101","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1,1,1,1,1,270,23.4375,7.5,4,4.25,2,35,4,NA,270,4,0,1,23.3,4,25,23.4375,5.4609375
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0103_358",2,358,3,20,"test"," (Operator: lizbethpino, Time: )","HLF22-0103","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1,1,1,1,1,390,27.5,8.8,5,5,1,43,4,NA,390,4,0,1,24,4,25,27.5,6.6
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0104_593",2,593,17,33,"test"," (Operator: lizbethpino, Time: )","HLF22-0104","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,1,1,1,1,1,140,25,8,4,3,1,29,4,NA,290,4,0,0.75,26.1,4,18.75,25,6.525
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0105_536",2,536,5,30,"test"," (Operator: lizbethpino, Time: )","HLF22-0105","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1,1,1,1,1,320,21.25,6.8,4,4,1,30,4,NA,320,4,0,1,19.3,4,25,21.25,4.10125
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0106_463",2,463,6,26,"test"," (Operator: lizbethpino, Time: )","HLF22-0106","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,250,17.1875,5.5,5,3,2,23,4,NA,400,4,0,1,24.8,4,25,17.1875,4.2625
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0107_456",2,456,13,26,"test"," (Operator: lizbethpino, Time: )","HLF22-0107","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",NA,1,1,1.25,1,1,0,25.9375,8.3,4,4.25,1,26,4,NA,270,4,0,1,24.2,4,25,25.9375,6.276875
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0108_569",2,569,8,32,"test"," (Operator: lizbethpino, Time: )","HLF22-0108","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",NA,1,1,1,1,1,310,23.125,7.4,4,5,1,26,4,NA,310,4,0,1,23.8,4,25,23.125,5.50375
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0110_353",2,353,8,20,"test"," (Operator: lizbethpino, Time: )","HLF22-0110","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,1,1,1,2.25,1.75,230,12.1875,3.9,4,4,1,21,4,NA,280,4,0,1,6.40251336898393,4,25,12.1875,0.780306316844916
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0114_365",2,365,5,21,"test"," (Operator: lizbethpino, Time: )","HLF22-0114","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",4,1,1,1,1,1,140,20.625,6.6,5,4,1,18,4,NA,380,4,0,1,18.2,4,25,20.625,3.75375
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0116_333",2,333,9,19,"test"," (Operator: lizbethpino, Time: )","HLF22-0116","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1,2,1,1,1,350,36.875,11.8,4,3,1,38,4,NA,350,4,0,1,23.5,4,25,36.875,8.665625
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0117_325",2,325,1,19,"test"," (Operator: lizbethpino, Time: )","HLF22-0117","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,3.5,1,1,1,1,230,7.5,2.4,4,3,1,24,4,NA,230,4,0,1,18.0233606557377,4,25,7.5,1.35175204918033
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0119_586",2,586,10,33,"test"," (Operator: lizbethpino, Time: )","HLF22-0119","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",NA,1,1,1,1,1,220,21.5625,6.9,4,3,1,19,4,NA,220,4,0,1,24.6,4,25,21.5625,5.304375
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0121_489",2,489,16,28,"test"," (Operator: lizbethpino, Time: )","HLF22-0121","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,210,28.75,9.2,5,4,1,24,4,NA,270,4,0,1,27.6,4,25,28.75,7.935
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0122_420",2,420,13,24,"test"," (Operator: lizbethpino, Time: )","HLF22-0122","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1,1,1.25,1,1,270,21.875,7,4,5,1,32,4,NA,270,4,0,1,25.2,4,25,21.875,5.5125
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0123_548",2,548,8,31,"test"," (Operator: lizbethpino, Time: )","HLF22-0123","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,1,1,1,1,1,300,9.0625,2.9,4,3,1,11,4,NA,320,4,0,1,25.2841714285714,4,25,9.0625,2.29137803571428
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0124_351",2,351,10,20,"test"," (Operator: lizbethpino, Time: )","HLF22-0124","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1,1,1,1,2,420,16.25,5.2,4,1.5,2,19,4,NA,420,2,0,1,24.4,4,25,16.25,3.965
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0125_575",2,575,2,32,"test"," (Operator: lizbethpino, Time: )","HLF22-0125","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,1,1,1,1,1,370,17.8125,5.7,4,5,2,28,4,NA,390,4,0,1,25.3,4,25,17.8125,4.5065625
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0129_398",2,398,2,23,"test"," (Operator: lizbethpino, Time: )","HLF22-0129","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1.5,1,1,1,1,420,13.75,4.4,5,4,2,35,4,NA,420,4,0,1,34.8854940711462,4,25,13.75,4.7967554347826
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0130_623",2,623,11,35,"test"," (Operator: lizbethpino, Time: )","HLF22-0130","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",NA,1,1,1,1,0,0,NA,NA,5,4.75,2,NA,4,NA,0,0,4,1,NA,4,25,NA,NA
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0131_613",2,613,1,35,"test"," (Operator: lizbethpino, Time: )","HLF22-0131","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1.33333333333333,1,1,1,1,260,12.5,4,3.75,4,2,19,4,NA,340,3,0,1,17.5294475138121,4,25,12.5,2.19118093922651
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0132_466",2,466,3,26,"test"," (Operator: lizbethpino, Time: )","HLF22-0132","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",NA,1.75,1,1,1,1,0,26.25,8.4,5,5,2,36,4,NA,450,4,0,1,24.3,4,25,26.25,6.37875
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0133_445",2,445,13,25,"test"," (Operator: lizbethpino, Time: )","HLF22-0133","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",3,1,1,1,1,1,200,40.625,13,4,4,1,41,4,NA,320,4,0,1,25.8,4,25,40.625,10.48125
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0134_554",2,554,14,31,"test"," (Operator: lizbethpino, Time: )","HLF22-0134","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,390,22.8125,7.3,5,5,1,34,4,NA,400,4,0,1,25.3574418604651,4,25,22.8125,5.7846664244186
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0135_635",2,635,14,36,"test"," (Operator: lizbethpino, Time: )","HLF22-0135","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",NA,1,1,1,1,1,340,50,16,5,4,1,33,4,NA,340,4,0,1,23.8,4,25,50,11.9
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0136_534",2,534,7,30,"test"," (Operator: lizbethpino, Time: )","HLF22-0136","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1,1,1.5,1,1,400,30,9.6,5,4.75,1,32,4,NA,400,4,0,1,27.4,4,25,30,8.22
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0137_480",2,480,12,27,"test"," (Operator: lizbethpino, Time: ), root rot (Operator: lizbethpino, Time: )","HLF22-0137","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,300,31.5625,10.1,5,3,1,45,4,NA,380,4,0,1,28.9,4,25,31.5625,9.1215625
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0138_619",2,619,7,35,"test"," (Operator: lizbethpino, Time: )","HLF22-0138","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,2,1,1.5,3,3,340,22.5,7.2,5,4.5,1,30,4,NA,360,4,0,1,22.2,4,25,22.5,4.995
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0139_478",2,478,10,27,"test"," (Operator: lizbethpino, Time: )","HLF22-0139","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1,1,1,1,1,390,35.3125,11.3,5,3,1,33,4,NA,390,3,0,1,14.9,4,25,35.3125,5.2615625
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0140_528",2,528,13,30,"test"," (Operator: lizbethpino, Time: )","HLF22-0140","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,2.5,3,290,24.375,7.8,5,4,1,38,4,NA,310,4,0,1,22.8,4,25,24.375,5.5575
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0141_629",2,629,17,35,"test"," (Operator: lizbethpino, Time: )","HLF22-0141","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",NA,1,1,1,2.25,1,390,44.6875,14.3,5,5,1,40,4,NA,390,4,0,1,27,4,25,44.6875,12.065625
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0142_612",2,612,1,34,"test"," (Operator: lizbethpino, Time: )","HLF22-0142","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,1,1,1,1,1,400,47.5,15.2,5,4,2,30,4,NA,450,4,0,1,26.9,4,25,47.5,12.7775
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0143_551",2,551,11,31,"test"," (Operator: lizbethpino, Time: ), root rot (Operator: lizbethpino, Time: )","HLF22-0143","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,190,27.8125,8.9,5,3,1,34,4,NA,290,4,0,1,25.4,4,25,27.8125,7.064375
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0144_335",2,335,11,19,"test"," (Operator: lizbethpino, Time: )","HLF22-0144","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,2,200,31.25,10,4,3,1,31,4,NA,360,4,0,1,25,4,25,31.25,7.8125
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0146_371",2,371,11,21,"test"," (Operator: lizbethpino, Time: )","HLF22-0146","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1,1,1,1,1,400,40.625,13,5,4,1,46,4,NA,400,4,0,1,30.3,4,25,40.625,12.309375
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0152_447",2,447,15,25,"test"," (Operator: lizbethpino, Time: )","HLF22-0152","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,250,40.625,13,4,3,1,50,4,NA,320,4,0,1,15.7,4,25,40.625,6.378125
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0153_470",2,470,2,27,"test"," (Operator: lizbethpino, Time: )","HLF22-0153","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,1,1,1,1,1,290,24.6875,7.9,5,4,2,32,4,NA,330,4,0,1,20,4,25,24.6875,4.9375
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0158_553",2,553,13,31,"test"," (Operator: lizbethpino, Time: )","HLF22-0158","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",NA,1,1,1,1,1,330,22.8125,7.3,5,4,1,34,4,NA,330,4,0,1,21,4,25,22.8125,4.790625
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0165_337",2,337,13,19,"test"," (Operator: lizbethpino, Time: )","HLF22-0165","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",0,1,1,1,1,1,32,13.75,4.4,5,3,1,26,4,NA,32,4,0,1,25.7537362637362,4,25,13.75,3.54113873626373
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0166_449",2,449,17,25,"test"," (Operator: lizbethpino, Time: )","HLF22-0166","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",3,1,1,1,1,1,150,8.125,2.6,5,3,2,10,4,NA,320,4,0,1,22.3508275862069,4,25,8.125,1.81600474137931
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0168_579",2,579,3,33,"test"," (Operator: lizbethpino, Time: )","HLF22-0168","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",NA,1,1,2.5,3,3,340,30.3125,9.7,4,4,1,31,4,NA,340,4,0,1,27.5,4,25,30.3125,8.3359375
2023,"2023111DMF1C_dona","2023111DMF1C_dona",1,3.2,"2023-March-02","2023-December-08","Dong Nai",NA,"2023111DMF1C_dona_rep2_HLF22-0169_379",2,379,18,22,"test"," (Operator: lizbethpino, Time: )","HLF22-0169","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,1,1,3.5,4,4,230,15,4.8,4,4.25,2,20,4,NA,260,4,0,0.75,26.1452542372881,4,18.75,15,3.92178813559322
